MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,GarageYrBlt,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Alley,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PoolQC,Fence,MiscFeature,YrSoldFac,SalePrice
120,FV,25,4835,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,1298,0,190,1488,GasA,Ex,Y,SBrkr,1488,0,0,1488,1,0,2,0,2,1,Gd,6,Typ,1,2004,2,506,Y,168,50,0,0,0,0,0,3,2010,WD,Normal,None,Ex,TA,Av,GLQ,Unf,Gd,Attchd,Fin,TA,TA,None,None,None,2010,
160,FV,39,3515,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,0,0,840,840,GasA,Ex,Y,SBrkr,840,840,0,1680,0,0,2,1,2,1,Gd,3,Typ,0,2004,2,588,Y,0,111,0,0,0,0,0,1,2010,WD,Normal,Pave,Gd,TA,No,Unf,Unf,None,Attchd,RFn,TA,TA,None,None,None,2010,
160,FV,30,3215,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,BrkFace,120,Gd,TA,PConc,280,0,320,600,GasA,Ex,Y,SBrkr,600,600,0,1200,0,0,2,1,2,1,Gd,4,Typ,0,2004,2,480,Y,0,172,0,0,0,0,0,4,2010,ConLD,Normal,Pave,Gd,TA,Av,GLQ,Unf,None,Detchd,RFn,TA,TA,None,None,None,2010,
160,FV,24,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,7,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,None,0,Gd,TA,PConc,368,42,190,600,GasA,Ex,Y,SBrkr,600,600,0,1200,1,0,2,1,2,1,Gd,4,Typ,0,2004,2,480,Y,0,172,0,0,0,0,0,2,2010,WD,Normal,Pave,Gd,TA,No,GLQ,ALQ,None,Detchd,RFn,TA,TA,None,None,None,2010,
160,FV,24,2544,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,Twnhs,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,216,Gd,TA,PConc,376,0,224,600,GasA,Ex,Y,SBrkr,600,636,0,1236,1,0,2,1,2,1,Gd,4,Typ,0,2005,2,480,Y,0,166,0,0,0,0,0,5,2010,WD,Normal,Pave,Gd,TA,No,GLQ,Unf,None,Detchd,RFn,TA,TA,None,None,None,2010,
160,FV,24,2980,Pave,Reg,Lvl,AllPub,Corner,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,1159,Gd,TA,PConc,466,0,290,756,GasA,Ex,Y,SBrkr,756,756,0,1512,1,0,2,1,2,1,Gd,5,Typ,0,2000,2,440,Y,0,32,0,0,0,0,0,5,2010,WD,Normal,None,Gd,TA,No,GLQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2010,
160,FV,24,2403,Pave,IR1,Lvl,AllPub,FR2,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,244,0,286,530,GasA,Ex,Y,SBrkr,530,550,0,1080,0,0,2,1,2,1,Gd,4,Typ,0,2003,2,496,Y,0,50,0,0,0,0,0,6,2010,WD,Normal,None,Gd,TA,No,GLQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2010,
20,FV,57,12853,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2010,2010,Gable,CompShg,CemntBd,CmentBd,None,0,Gd,TA,PConc,1032,0,610,1642,GasA,Ex,Y,SBrkr,1418,0,0,1418,1,0,1,1,1,1,Gd,6,Typ,1,2010,3,852,Y,160,192,0,224,0,0,0,4,2010,New,Partial,Pave,Ex,Po,No,GLQ,Unf,Gd,Attchd,RFn,TA,TA,None,None,None,2010,
60,FV,68,7379,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,484,0,491,975,GasA,Ex,Y,SBrkr,975,873,0,1848,1,0,2,1,3,1,Gd,7,Typ,1,2000,2,592,Y,280,184,0,0,0,0,0,4,2010,WD,Normal,None,Gd,TA,No,GLQ,Unf,TA,Attchd,RFn,TA,TA,None,None,None,2010,
20,FV,80,8000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,833,0,659,1492,GasA,Ex,Y,SBrkr,1492,0,0,1492,1,0,2,0,3,1,Gd,6,Typ,1,2002,2,596,Y,277,137,0,0,0,0,0,4,2010,WD,Normal,None,Gd,TA,No,GLQ,Unf,Gd,Attchd,RFn,TA,TA,None,None,None,2010,
20,RL,107,10456,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,1967,1967,Hip,CompShg,HdBoard,HdBoard,BrkFace,120,TA,TA,CBlock,506,0,1323,1829,GasA,Gd,Y,SBrkr,1829,0,0,1829,1,0,2,0,4,1,TA,8,Typ,0,1967,2,535,Y,0,76,0,0,0,0,0,5,2010,WD,Normal,None,TA,TA,No,GLQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2010,
60,RL,80,10791,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,5,1993,1993,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,1137,0,143,1280,GasA,Ex,Y,SBrkr,1280,1215,0,2495,1,0,2,1,4,1,Gd,9,Typ,1,1993,2,660,Y,224,32,0,0,0,0,0,3,2010,WD,Normal,None,Gd,TA,Mn,GLQ,Unf,TA,Attchd,Unf,TA,TA,None,None,None,2010,
50,RL,69,18837,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1.5Fin,6,5,1978,1978,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,687,46,491,1224,GasA,TA,Y,SBrkr,1287,604,0,1891,0,1,3,0,3,1,TA,7,Typ,1,1978,2,678,Y,0,69,0,0,0,0,0,4,2010,WD,Normal,None,Gd,TA,Mn,ALQ,LwQ,TA,Attchd,RFn,TA,TA,None,None,None,2010,
60,RL,80,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,6,1971,1971,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,329,0,386,715,GasA,TA,Y,SBrkr,930,715,0,1645,0,0,1,2,4,1,TA,7,Typ,0,1971,2,441,Y,0,78,0,0,0,0,0,6,2010,WD,Normal,None,TA,TA,No,ALQ,Unf,None,Attchd,RFn,TA,TA,None,GdWo,None,2010,
20,RL,80,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,VinylSd,VinylSd,BrkFace,172,TA,TA,CBlock,698,0,534,1232,GasA,TA,Y,SBrkr,1232,0,0,1232,1,0,1,1,3,1,TA,6,Typ,0,1966,2,490,Y,0,224,0,0,0,0,0,4,2010,WD,Normal,None,TA,TA,No,Rec,Unf,None,Attchd,RFn,TA,TA,None,None,None,2010,
20,RL,90,9900,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,0,TA,TA,PConc,1059,0,150,1209,GasA,Gd,Y,SBrkr,1209,0,0,1209,1,0,1,0,3,1,TA,6,Typ,0,1966,2,504,Y,0,0,120,0,0,0,0,4,2010,ConLD,Normal,None,Gd,TA,No,BLQ,Unf,None,Attchd,RFn,TA,TA,None,None,None,2010,
20,RL,88,9680,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1967,Gable,CompShg,Wd Sdng,Plywood,BrkFace,268,TA,TA,CBlock,1010,0,500,1510,GasA,Ex,Y,SBrkr,1510,0,0,1510,1,0,2,0,3,1,Gd,6,Typ,0,1967,2,517,Y,0,40,0,0,204,0,0,4,2010,WD,Normal,None,TA,TA,No,BLQ,Unf,None,Attchd,RFn,TA,TA,None,GdPrv,None,2010,
80,RL,80,10600,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,0,0,533,533,GasA,TA,Y,SBrkr,1131,644,0,1775,0,0,2,0,3,1,TA,8,Typ,0,1964,2,480,Y,0,172,0,0,0,0,0,5,2010,COD,Family,Pave,TA,TA,No,Unf,Unf,None,Attchd,Unf,TA,TA,None,None,None,2010,
90,RL,98,13260,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,1Story,5,6,1962,2001,Hip,CompShg,HdBoard,HdBoard,BrkFace,144,TA,TA,CBlock,1500,0,228,1728,GasA,TA,Y,SBrkr,1728,0,0,1728,2,0,2,0,6,2,TA,10,Typ,0,0,0,0,Y,0,0,0,0,0,0,0,1,2010,Oth,Abnorml,None,TA,TA,No,BLQ,Unf,None,None,None,None,None,None,None,None,2010,
50,RL,68,9724,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5,7,1952,2002,Gable,CompShg,MetalSd,MetalSd,BrkFace,265,Gd,TA,CBlock,670,0,470,1140,GasA,Gd,Y,SBrkr,1929,532,0,2461,0,0,2,0,3,1,TA,7,Min2,2,1994,2,400,Y,0,0,0,0,0,0,0,3,2010,WD,Normal,None,TA,TA,No,LwQ,Unf,Gd,Detchd,Unf,TA,TA,None,GdWo,None,2010,
50,RL,120,17360,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,MetalSd,MetalSd,Stone,340,TA,Gd,CBlock,300,0,482,782,GasA,TA,Y,SBrkr,1019,537,0,1556,0,0,2,0,3,1,TA,6,Typ,1,1949,2,470,Y,0,0,150,0,0,0,0,1,2010,WD,Normal,None,TA,TA,No,Rec,Unf,Gd,Attchd,Unf,TA,TA,None,None,None,2010,
85,RL,75,11380,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,6,8,1966,2008,Gable,CompShg,HdBoard,HdBoard,BrkFace,216,TA,TA,CBlock,944,0,136,1080,GasA,Gd,Y,SBrkr,1128,0,0,1128,1,0,1,0,2,1,Gd,5,Typ,1,1966,1,315,Y,238,0,0,0,0,0,1500,1,2010,WD,Normal,None,TA,TA,Gd,GLQ,Unf,Gd,Attchd,Unf,TA,TA,None,None,Shed,2010,
90,RL,70,8267,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Feedr,Norm,Duplex,1Story,5,5,1958,1958,Gable,CompShg,HdBoard,HdBoard,None,0,TA,TA,CBlock,0,0,1604,1604,GasA,TA,Y,SBrkr,1604,0,0,1604,0,0,2,0,4,2,TA,8,Typ,0,1958,2,576,Y,42,0,0,0,0,0,0,3,2010,WD,Normal,None,TA,TA,No,Unf,Unf,None,Attchd,Unf,TA,TA,None,None,None,2010,
20,RL,70,8197,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,5,2003,2009,Gable,CompShg,VinylSd,VinylSd,BrkFace,506,Gd,TA,PConc,1188,0,292,1480,GasA,Ex,Y,SBrkr,1480,0,0,1480,1,0,2,0,3,1,Gd,7,Typ,0,2003,2,620,Y,252,73,0,0,0,0,300,2,2010,WD,Normal,None,Gd,TA,No,GLQ,Unf,None,Attchd,RFn,TA,TA,None,MnPrv,Shed,2010,
20,RL,80,8050,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,150,TA,TA,CBlock,856,162,125,1143,GasA,TA,Y,SBrkr,1143,0,0,1143,1,0,1,0,3,1,TA,6,Typ,0,1959,1,308,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,None,TA,TA,No,BLQ,Rec,None,Attchd,RFn,TA,TA,None,GdPrv,None,2010,
20,RL,87,10725,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,MetalSd,MetalSd,BrkFace,91,TA,TA,CBlock,936,0,270,1206,GasA,Fa,Y,SBrkr,1206,0,0,1206,0,0,1,0,3,1,TA,6,Typ,0,1959,1,312,Y,0,21,0,0,0,0,0,5,2010,WD,Normal,None,TA,TA,No,Rec,Unf,None,Attchd,RFn,TA,TA,None,None,None,2010,
20,RL,80,10032,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1959,1959,Gable,CompShg,Wd Sdng,Wd Sdng,Stone,432,TA,TA,CBlock,734,0,510,1244,GasA,Ex,Y,SBrkr,1580,0,0,1580,1,0,1,1,3,1,TA,6,Typ,2,1956,2,440,Y,0,28,0,0,160,0,0,6,2010,WD,Normal,None,TA,TA,No,Rec,Unf,Gd,Attchd,Unf,TA,TA,None,GdWo,None,2010,
50,RL,60,8382,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,4,5,1956,1956,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,0,0,832,832,GasA,TA,Y,FuseA,832,505,0,1337,0,0,1,0,3,1,TA,5,Typ,0,1956,1,263,Y,0,0,0,0,0,0,0,2,2010,WD,Normal,None,TA,TA,No,Unf,Unf,None,Attchd,Unf,TA,TA,None,None,None,2010,
20,RL,60,10950,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,339,0,525,864,GasA,TA,Y,SBrkr,1064,0,0,1064,0,1,1,0,2,1,Fa,4,Typ,0,1952,1,318,Y,0,0,0,0,0,0,0,5,2010,WD,Normal,None,TA,TA,No,BLQ,Unf,None,Detchd,Unf,TA,TA,None,None,None,2010,
20,RL,119,10895,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1955,1955,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,648,0,324,972,GasA,TA,Y,SBrkr,972,0,0,972,0,0,1,0,3,1,TA,5,Typ,0,1955,1,305,Y,0,0,205,0,0,0,0,6,2010,WD,Normal,None,TA,TA,No,Rec,Unf,None,Attchd,Unf,TA,TA,None,GdWo,None,2010,
190,RL,70,13587,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,5,5,1958,1958,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,532,0,456,988,GasA,TA,Y,SBrkr,988,0,0,988,1,0,1,0,2,1,TA,5,Typ,0,1958,1,264,Y,0,0,0,0,0,0,0,4,2010,WD,Abnorml,None,TA,TA,Av,Rec,Unf,None,Attchd,Unf,TA,TA,None,None,None,2010,
30,RL,65,7898,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,7,1920,1994,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,0,0,576,576,GasA,Gd,Y,SBrkr,985,0,0,985,0,1,1,0,2,1,TA,4,Typ,0,1989,2,676,N,0,0,0,0,0,0,0,4,2010,WD,Normal,None,TA,TA,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,None,None,2010,
50,RL,60,8064,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,8,1948,2004,Gable,CompShg,WdShing,Wd Shng,None,0,TA,TA,CBlock,481,174,161,816,GasA,TA,Y,SBrkr,816,408,0,1224,1,0,1,0,3,1,TA,5,Typ,0,1950,1,280,Y,414,0,0,0,0,0,0,5,2010,WD,Normal,None,TA,TA,No,ALQ,Rec,None,Detchd,Unf,TA,TA,None,GdWo,None,2010,
20,RL,81,7635,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1960,1960,Gable,CompShg,BrkFace,Wd Sdng,None,0,TA,TA,CBlock,588,350,237,1175,GasA,Ex,Y,SBrkr,1175,0,0,1175,0,0,1,1,3,1,TA,6,Typ,0,1960,2,484,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,None,TA,TA,No,Rec,LwQ,None,Detchd,RFn,TA,TA,None,None,None,2010,
20,RL,80,9760,Pave,Reg,Lvl,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,6,7,1963,1984,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,218,TA,TA,CBlock,717,263,415,1395,GasA,TA,Y,SBrkr,1395,0,0,1395,1,0,1,0,2,1,TA,7,Min1,1,1963,2,440,Y,657,0,113,0,240,0,0,5,2010,WD,Normal,None,TA,TA,Gd,BLQ,LwQ,TA,Attchd,RFn,TA,TA,None,None,None,2010,
50,RM,60,4800,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,4,5,1900,1954,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,771,TA,TA,PConc,48,0,661,709,GasA,TA,Y,SBrkr,1157,687,0,1844,1,0,1,0,3,1,TA,9,Min2,2,1900,1,240,Y,84,0,0,0,0,0,0,1,2010,COD,Abnorml,None,TA,TA,No,ALQ,Unf,Gd,Basment,Unf,TA,TA,None,None,None,2010,
30,RM,56,4485,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,7,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,PConc,579,0,357,936,GasA,TA,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,TA,5,Typ,1,0,0,0,P,51,0,135,0,0,0,0,5,2010,WD,Normal,Grvl,TA,TA,No,BLQ,Unf,Gd,None,None,None,None,None,MnPrv,None,2010,
20,RM,69,5805,Pave,Reg,Bnk,AllPub,Inside,Mod,OldTown,Norm,Norm,1Fam,1Story,5,7,1957,1957,Hip,CompShg,MetalSd,MetalSd,None,0,TA,TA,CBlock,274,1073,0,1347,GasA,Gd,Y,SBrkr,1347,0,0,1347,1,1,1,0,3,1,Gd,6,Typ,0,1957,2,551,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,Grvl,TA,TA,Mn,BLQ,Rec,None,Detchd,Unf,TA,TA,None,None,None,2010,
45,RM,50,6900,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,6,7,1938,2000,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,PConc,0,0,827,827,GasA,Gd,Y,SBrkr,827,424,0,1251,0,0,1,0,3,1,Fa,6,Typ,0,1938,1,240,N,0,0,0,0,0,0,0,1,2010,WD,Normal,None,Gd,TA,No,Unf,Unf,None,Detchd,Unf,Fa,TA,None,None,None,2010,
50,RM,69,11851,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,7,1948,2009,Gable,CompShg,VinylSd,VinylSd,None,0,TA,Gd,BrkTil,780,0,247,1027,GasA,Ex,Y,SBrkr,1027,606,0,1633,0,0,1,0,3,1,Gd,7,Typ,1,1948,1,240,Y,0,100,126,0,0,0,0,6,2010,WD,Normal,None,TA,TA,No,BLQ,Unf,Gd,Detchd,Unf,TA,TA,None,None,None,2010,
50,RM,57,8239,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,5,6,1920,1962,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,176,0,832,1008,GasA,TA,Y,SBrkr,1060,185,0,1245,0,0,1,0,3,1,TA,6,Typ,0,1962,1,315,Y,0,0,334,0,0,0,0,3,2010,WD,Normal,None,TA,TA,No,Rec,Unf,None,Detchd,Unf,TA,TA,None,None,None,2010,
30,RM,68,9656,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,2,2,1923,1970,Gable,CompShg,AsbShng,AsbShng,None,0,TA,Fa,BrkTil,0,0,678,678,GasA,TA,N,SBrkr,832,0,0,832,0,0,1,0,2,1,TA,5,Typ,1,1928,2,780,N,0,0,0,0,0,0,0,6,2010,WD,Abnorml,None,Fa,Fa,No,Unf,Unf,Gd,Detchd,Unf,Fa,Fa,None,None,None,2010,
70,RM,60,9600,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1900,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,BrkTil,0,0,930,930,GasW,TA,N,SBrkr,930,636,0,1566,0,0,2,0,3,1,Gd,7,Typ,0,1930,1,288,Y,54,228,246,0,0,0,0,4,2010,WD,Abnorml,Grvl,TA,TA,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,None,None,2010,
70,RM,50,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,8,9,1890,2002,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,Gd,Stone,0,0,346,346,GasA,Ex,Y,SBrkr,1157,1111,0,2268,0,0,3,0,3,1,Gd,7,Typ,0,2003,2,624,N,0,108,0,0,0,0,0,4,2010,WD,Normal,Grvl,Fa,Fa,No,Unf,Unf,None,Detchd,Unf,TA,TA,None,None,None,2010,
190,RM,100,9045,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,5,3,1910,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Fa,BrkTil,0,0,840,840,Grav,Fa,N,FuseF,1128,1128,0,2256,0,0,2,0,4,2,Fa,12,Typ,0,0,0,0,N,0,18,18,0,0,0,0,6,2010,WD,Abnorml,None,TA,TA,Mn,Unf,Unf,None,None,None,None,None,None,None,None,2010,
70,RM,60,10560,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,6,7,1922,1994,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,283,0,455,738,GasA,Ex,Y,SBrkr,868,602,0,1470,0,0,1,1,2,1,TA,6,Min1,0,1970,2,624,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,None,Fa,TA,No,Rec,Unf,None,Detchd,Unf,TA,TA,None,None,None,2010,
50,RM,53,5830,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Feedr,1Fam,1.5Fin,5,6,1950,1997,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,788,0,200,988,GasA,Ex,Y,SBrkr,1030,582,0,1612,0,0,1,1,3,1,TA,7,Typ,0,1950,1,363,Y,0,0,0,0,0,0,0,3,2010,WD,Normal,None,TA,TA,No,Rec,Unf,None,Detchd,Unf,TA,TA,None,MnPrv,None,2010,
75,RL,100,7793,Pave,IR1,Bnk,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,2.5Unf,7,7,1922,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,BrkTil,474,0,634,1108,GasA,TA,N,FuseA,1160,908,0,2068,0,0,1,1,3,1,Gd,8,Typ,1,1928,1,315,Y,0,0,60,0,0,0,0,5,2010,WD,Normal,None,Gd,TA,No,BLQ,Unf,Gd,Detchd,Unf,TA,TA,None,None,None,2010,
30,RM,50,5000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Feedr,Norm,1Fam,1Story,4,7,1925,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,188,0,577,765,GasA,TA,N,FuseF,765,0,0,765,1,0,1,0,2,1,Gd,4,Typ,0,1926,1,200,P,135,0,41,0,0,0,0,4,2010,WD,Normal,None,TA,TA,No,Rec,Unf,None,Detchd,Unf,Fa,TA,None,MnPrv,None,2010,
50,RM,50,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,TA,BrkTil,452,12,144,608,GasA,TA,Y,SBrkr,608,524,0,1132,1,0,1,0,2,1,TA,5,Typ,0,1939,1,240,Y,0,0,128,0,0,0,0,4,2010,WD,Abnorml,None,TA,Gd,No,BLQ,LwQ,None,Detchd,Unf,TA,TA,None,MnPrv,None,2010,
50,RM,50,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,6,1940,1950,Gable,CompShg,MetalSd,MetalSd,None,0,TA,Gd,CBlock,264,0,308,572,GasA,Ex,Y,FuseA,848,348,0,1196,0,1,1,1,3,1,TA,6,Typ,2,1973,2,576,Y,0,0,0,0,0,0,0,3,2010,WD,Normal,None,TA,TA,No,LwQ,Unf,Gd,Detchd,Unf,TA,TA,None,None,None,2010,
50,RM,53,6360,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Feedr,Norm,1Fam,1.5Fin,5,6,1942,1950,Gable,CompShg,MetalSd,MetalSd,Stone,300,TA,TA,CBlock,360,159,316,835,GasA,TA,Y,FuseA,955,498,0,1453,0,0,1,1,3,1,Gd,7,Min2,2,1942,1,240,Y,0,0,35,0,148,0,0,3,2010,WD,Normal,None,TA,TA,No,Rec,LwQ,Fa,Detchd,Unf,TA,TA,None,None,None,2010,
50,RM,50,6000,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,6,7,1948,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,TA,TA,CBlock,300,0,480,780,GasA,TA,Y,SBrkr,780,636,0,1416,0,0,1,1,3,1,TA,6,Typ,0,1948,1,312,P,221,0,48,0,0,0,0,3,2010,WD,Normal,None,TA,TA,No,Rec,Unf,None,Detchd,Unf,TA,TA,None,None,None,2010,
